Date,Close,Volume
2021-06-03 00:00:00-04:00,32.38999938964844,15482700
2021-06-04 00:00:00-04:00,34.52000045776367,3501300
2021-06-07 00:00:00-04:00,34.130001068115234,1959100
2021-06-08 00:00:00-04:00,32.16999816894531,1179100
2021-06-09 00:00:00-04:00,31.510000228881836,357300
2021-06-10 00:00:00-04:00,32.040000915527344,321700
2021-06-11 00:00:00-04:00,31.0,333000
2021-06-14 00:00:00-04:00,31.299999237060547,183500
2021-06-15 00:00:00-04:00,31.149999618530273,178800
2021-06-16 00:00:00-04:00,33.0,675100
2021-06-17 00:00:00-04:00,34.45000076293945,982800
2021-06-18 00:00:00-04:00,37.58000183105469,1863500
2021-06-21 00:00:00-04:00,38.59000015258789,1105000
2021-06-22 00:00:00-04:00,40.5,645900
2021-06-23 00:00:00-04:00,45.06999969482422,939200
2021-06-24 00:00:00-04:00,45.56999969482422,2038400
2021-06-25 00:00:00-04:00,47.790000915527344,1063700
2021-06-28 00:00:00-04:00,51.4900016784668,1600200
2021-06-29 00:00:00-04:00,52.5,1092400
2021-06-30 00:00:00-04:00,52.529998779296875,794100
2021-07-01 00:00:00-04:00,52.06999969482422,1219300
2021-07-02 00:00:00-04:00,52.9900016784668,847800
2021-07-06 00:00:00-04:00,48.189998626708984,1040200
2021-07-07 00:00:00-04:00,50.0,450100
2021-07-08 00:00:00-04:00,47.25,500300
2021-07-09 00:00:00-04:00,49.689998626708984,479700
2021-07-12 00:00:00-04:00,51.38999938964844,321200
2021-07-13 00:00:00-04:00,52.02000045776367,321200
2021-07-14 00:00:00-04:00,52.029998779296875,1055500
2021-07-15 00:00:00-04:00,48.95000076293945,1036500
2021-07-16 00:00:00-04:00,45.689998626708984,1003800
2021-07-19 00:00:00-04:00,43.52000045776367,430700
2021-07-20 00:00:00-04:00,47.290000915527344,450900
2021-07-21 00:00:00-04:00,46.15999984741211,585000
2021-07-22 00:00:00-04:00,51.779998779296875,523300
2021-07-23 00:00:00-04:00,52.029998779296875,603300
2021-07-26 00:00:00-04:00,52.47999954223633,649600
